sample,study,cohort,MGMT_mRNA
TCGA-58-A46M-01,LUSC,non-glioma,9.0001
TCGA-85-8350-01,LUSC,non-glioma,9.8155
TCGA-85-A4PA-01,LUSC,non-glioma,10.0374
TCGA-94-A5I4-01,LUSC,non-glioma,9.1361
TCGA-98-8022-01,LUSC,non-glioma,9.89
TCGA-33-A4WN-01,LUSC,non-glioma,6.956
TCGA-33-AASJ-01,LUSC,non-glioma,5.6938
TCGA-34-5236-01,LUSC,non-glioma,9.4873
TCGA-56-7222-01,LUSC,non-glioma,6.9788
TCGA-58-8387-01,LUSC,non-glioma,10.163
TCGA-58-8388-01,LUSC,non-glioma,8.4239
TCGA-77-8128-01,LUSC,non-glioma,8.514
TCGA-77-8156-01,LUSC,non-glioma,8.5733
TCGA-85-8072-01,LUSC,non-glioma,7.2733
TCGA-NC-A5HE-01,LUSC,non-glioma,9.5666
TCGA-37-A5EN-01,LUSC,non-glioma,10.3667
TCGA-39-5040-01,LUSC,non-glioma,9.6224
TCGA-56-8626-01,LUSC,non-glioma,9.2884
TCGA-58-A46K-01,LUSC,non-glioma,7.0576
TCGA-85-6560-01,LUSC,non-glioma,10.027
TCGA-NC-A5HG-01,LUSC,non-glioma,10.1816
TCGA-NC-A5HJ-01,LUSC,non-glioma,9.7966
TCGA-77-7465-01,LUSC,non-glioma,9.5388
TCGA-85-A5B5-01,LUSC,non-glioma,10.959
TCGA-92-8064-01,LUSC,non-glioma,7.3412
TCGA-18-5592-01,LUSC,non-glioma,5.8899
TCGA-33-4586-01,LUSC,non-glioma,7.7876
TCGA-85-6798-01,LUSC,non-glioma,10.0492
TCGA-85-8049-01,LUSC,non-glioma,9.15
TCGA-85-A50Z-01,LUSC,non-glioma,5.99
TCGA-56-8083-01,LUSC,non-glioma,9.4965
TCGA-63-A5MP-01,LUSC,non-glioma,10.2712
TCGA-77-7139-01,LUSC,non-glioma,9.469
TCGA-90-7767-01,LUSC,non-glioma,10.0775
TCGA-33-4582-01,LUSC,non-glioma,10.8469
TCGA-56-A4BW-01,LUSC,non-glioma,9.3586
TCGA-90-7769-01,LUSC,non-glioma,9.4104
TCGA-63-A5MJ-01,LUSC,non-glioma,8.8683
TCGA-MF-A522-01,LUSC,non-glioma,10.7998
TCGA-37-A5EL-01,LUSC,non-glioma,9.7965
TCGA-85-8052-01,LUSC,non-glioma,9.364
TCGA-85-8354-01,LUSC,non-glioma,9.4055
TCGA-90-A4EE-01,LUSC,non-glioma,10.1788
TCGA-NC-A5HH-01,LUSC,non-glioma,9.2052
TCGA-58-A46N-01,LUSC,non-glioma,5.0225
TCGA-85-8071-01,LUSC,non-glioma,9.4849
TCGA-92-8063-01,LUSC,non-glioma,9.8636
TCGA-85-7843-01,LUSC,non-glioma,8.8746
TCGA-85-7697-01,LUSC,non-glioma,9.2598
TCGA-85-8582-01,LUSC,non-glioma,9.2548
TCGA-63-A5MU-01,LUSC,non-glioma,9.7096
TCGA-85-7698-01,LUSC,non-glioma,9.2865
TCGA-70-6722-01,LUSC,non-glioma,9.3293
TCGA-85-A50M-01,LUSC,non-glioma,8.8051
TCGA-85-7950-01,LUSC,non-glioma,9.3348
TCGA-85-A512-01,LUSC,non-glioma,10.138
TCGA-60-2697-01,LUSC,non-glioma,9.9129
TCGA-33-4566-01,LUSC,non-glioma,9.0553
TCGA-63-5128-01,LUSC,non-glioma,9.0566
TCGA-63-5131-01,LUSC,non-glioma,10.0501
TCGA-63-6202-01,LUSC,non-glioma,10.1738
TCGA-63-7020-01,LUSC,non-glioma,9.4483
TCGA-63-7021-01,LUSC,non-glioma,9.3816
TCGA-63-7023-01,LUSC,non-glioma,9.9438
TCGA-79-5596-01,LUSC,non-glioma,7.71
TCGA-34-5928-01,LUSC,non-glioma,10.0951
TCGA-39-5030-01,LUSC,non-glioma,9.2276
TCGA-21-5784-01,LUSC,non-glioma,10.6284
TCGA-56-8082-01,LUSC,non-glioma,9.9265
TCGA-22-4605-01,LUSC,non-glioma,8.8331
TCGA-34-5929-01,LUSC,non-glioma,8.6301
TCGA-63-A5MN-01,LUSC,non-glioma,9.0415
TCGA-96-A4JL-01,LUSC,non-glioma,10.0589
TCGA-56-6545-01,LUSC,non-glioma,9.6428
TCGA-77-8153-01,LUSC,non-glioma,7.927
TCGA-98-A53C-01,LUSC,non-glioma,9.214
TCGA-XC-AA0X-01,LUSC,non-glioma,9.0997
TCGA-39-5031-01,LUSC,non-glioma,10.1905
TCGA-43-A56U-01,LUSC,non-glioma,10.4569
TCGA-56-8503-01,LUSC,non-glioma,9.8848
TCGA-56-A4ZK-01,LUSC,non-glioma,9.1588
TCGA-98-A53H-01,LUSC,non-glioma,9.5434
TCGA-34-5232-01,LUSC,non-glioma,8.9714
TCGA-43-7658-01,LUSC,non-glioma,9.2389
TCGA-56-A4ZJ-01,LUSC,non-glioma,9.7221
TCGA-96-8170-01,LUSC,non-glioma,9.1563
TCGA-NC-A5HR-01,LUSC,non-glioma,9.6005
TCGA-O2-A52V-01,LUSC,non-glioma,9.113
TCGA-68-A59J-01,LUSC,non-glioma,7.713
TCGA-77-8136-01,LUSC,non-glioma,9.4297
TCGA-85-A510-01,LUSC,non-glioma,9.0976
TCGA-92-8065-01,LUSC,non-glioma,9.9445
TCGA-22-4599-01,LUSC,non-glioma,8.1014
TCGA-22-4601-01,LUSC,non-glioma,8.5207
TCGA-22-4613-01,LUSC,non-glioma,8.7922
TCGA-22-5492-01,LUSC,non-glioma,9.6911
TCGA-34-5240-01,LUSC,non-glioma,9.3223
TCGA-39-5034-01,LUSC,non-glioma,7.4802
TCGA-56-8304-01,LUSC,non-glioma,9.974
TCGA-6A-AB49-01,LUSC,non-glioma,11.169
TCGA-22-5481-01,LUSC,non-glioma,10.515
TCGA-39-5035-01,LUSC,non-glioma,9.8915
TCGA-43-8115-01,LUSC,non-glioma,8.7817
TCGA-56-A5DS-01,LUSC,non-glioma,9.0734
TCGA-34-5234-01,LUSC,non-glioma,10.7207
TCGA-34-8456-01,LUSC,non-glioma,8.7763
TCGA-94-A4VJ-01,LUSC,non-glioma,10.7636
TCGA-O2-A5IB-01,LUSC,non-glioma,8.661
TCGA-34-5927-01,LUSC,non-glioma,7.7843
TCGA-39-5011-01,LUSC,non-glioma,9.9857
TCGA-63-A5MR-01,LUSC,non-glioma,8.8057
TCGA-NC-A5HO-01,LUSC,non-glioma,6.162
TCGA-43-6647-01,LUSC,non-glioma,8.6693
TCGA-63-A5MM-01,LUSC,non-glioma,8.6068
TCGA-77-7140-01,LUSC,non-glioma,10.5451
TCGA-21-5782-01,LUSC,non-glioma,12.1012
TCGA-43-7657-01,LUSC,non-glioma,10.1408
TCGA-58-8393-01,LUSC,non-glioma,6.9473
TCGA-NC-A5HI-01,LUSC,non-glioma,10.0645
TCGA-43-A475-01,LUSC,non-glioma,8.3657
TCGA-96-8169-01,LUSC,non-glioma,10.1108
TCGA-22-5480-01,LUSC,non-glioma,9.9114
TCGA-56-7731-01,LUSC,non-glioma,10.0449
TCGA-56-8625-01,LUSC,non-glioma,9.226
TCGA-77-8140-01,LUSC,non-glioma,9.3224
TCGA-90-7766-01,LUSC,non-glioma,9.9915
TCGA-33-AASI-01,LUSC,non-glioma,10.7314
TCGA-39-5024-01,LUSC,non-glioma,10.2658
TCGA-33-4587-01,LUSC,non-glioma,8.9548
TCGA-85-6175-01,LUSC,non-glioma,9.3898
TCGA-33-4589-01,LUSC,non-glioma,7.1323
TCGA-34-8454-01,LUSC,non-glioma,10.0252
TCGA-52-7622-01,LUSC,non-glioma,9.1293
TCGA-77-7335-01,LUSC,non-glioma,8.7307
TCGA-90-A59Q-01,LUSC,non-glioma,10.7355
TCGA-52-7810-01,LUSC,non-glioma,10.7097
TCGA-68-7755-01,LUSC,non-glioma,7.1615
TCGA-85-A513-01,LUSC,non-glioma,10.0644
TCGA-33-AAS8-01,LUSC,non-glioma,7.86
TCGA-43-6770-01,LUSC,non-glioma,9.667
TCGA-77-7142-01,LUSC,non-glioma,8.815
TCGA-85-7710-01,LUSC,non-glioma,9.8195
TCGA-22-5485-01,LUSC,non-glioma,6.7764
TCGA-56-7823-01,LUSC,non-glioma,9.1459
TCGA-NC-A5HK-01,LUSC,non-glioma,10.4046
TCGA-33-AASL-01,LUSC,non-glioma,9.9315
TCGA-58-8391-01,LUSC,non-glioma,8.7949
TCGA-O2-A52S-01,LUSC,non-glioma,9.0472
TCGA-85-A4CN-01,LUSC,non-glioma,7.9374
TCGA-98-8020-01,LUSC,non-glioma,10.1576
TCGA-43-8118-01,LUSC,non-glioma,9.2364
TCGA-56-8307-01,LUSC,non-glioma,9.98
TCGA-85-8580-01,LUSC,non-glioma,9.8692
TCGA-92-7340-01,LUSC,non-glioma,9.1345
TCGA-L3-A524-01,LUSC,non-glioma,8.3955
TCGA-O2-A52Q-01,LUSC,non-glioma,10.6207
TCGA-63-7022-01,LUSC,non-glioma,9.1284
TCGA-63-A5M9-01,LUSC,non-glioma,9.4446
TCGA-55-A4DF-01,LUAD,non-glioma,8.5903
TCGA-50-5939-01,LUAD,non-glioma,9.8533
TCGA-69-8254-01,LUAD,non-glioma,9.8446
TCGA-62-A470-01,LUAD,non-glioma,7.1266
TCGA-69-7761-01,LUAD,non-glioma,9.1594
TCGA-78-7166-01,LUAD,non-glioma,11.2817
TCGA-97-A4M5-01,LUAD,non-glioma,10.6173
TCGA-05-4433-01,LUAD,non-glioma,9.2044
TCGA-49-6745-01,LUAD,non-glioma,9.0225
TCGA-55-6978-01,LUAD,non-glioma,9.1189
TCGA-55-6983-01,LUAD,non-glioma,9.8839
TCGA-55-7994-01,LUAD,non-glioma,6.7097
TCGA-97-8171-01,LUAD,non-glioma,11.4744
TCGA-97-A4LX-01,LUAD,non-glioma,9.4604
TCGA-38-A44F-01,LUAD,non-glioma,9.9733
TCGA-55-8090-01,LUAD,non-glioma,10.1307
TCGA-44-A47B-01,LUAD,non-glioma,8.9334
TCGA-86-8055-01,LUAD,non-glioma,8.3546
TCGA-55-A490-01,LUAD,non-glioma,8.7399
TCGA-91-6829-01,LUAD,non-glioma,9.1166
TCGA-91-A4BD-01,LUAD,non-glioma,10.0408
TCGA-55-6987-01,LUAD,non-glioma,9.098
TCGA-55-7907-01,LUAD,non-glioma,9.5804
TCGA-78-7167-01,LUAD,non-glioma,10.3797
TCGA-93-8067-01,LUAD,non-glioma,10.3989
TCGA-MP-A4TC-01,LUAD,non-glioma,10.0763
TCGA-05-4396-01,LUAD,non-glioma,8.523
TCGA-55-7815-01,LUAD,non-glioma,6.2002
TCGA-55-8614-01,LUAD,non-glioma,8.1555
TCGA-50-5932-01,LUAD,non-glioma,9.9111
TCGA-55-8092-01,LUAD,non-glioma,10.9212
TCGA-69-7764-01,LUAD,non-glioma,9.0265
TCGA-78-7162-01,LUAD,non-glioma,10.3311
TCGA-86-8281-01,LUAD,non-glioma,9.9574
TCGA-L9-A50W-01,LUAD,non-glioma,9.9067
TCGA-50-5072-01,LUAD,non-glioma,9.4528
TCGA-50-8460-01,LUAD,non-glioma,10.4805
TCGA-55-7284-01,LUAD,non-glioma,9.6006
TCGA-55-8091-01,LUAD,non-glioma,9.1963
TCGA-64-5815-01,LUAD,non-glioma,9.3855
TCGA-97-A4M7-01,LUAD,non-glioma,9.4711
TCGA-44-8119-01,LUAD,non-glioma,9.5741
TCGA-44-A4SS-01,LUAD,non-glioma,9.2383
TCGA-55-8207-01,LUAD,non-glioma,9.2889
TCGA-62-A46S-01,LUAD,non-glioma,9.1329
TCGA-69-7760-01,LUAD,non-glioma,9.0049
TCGA-44-7660-01,LUAD,non-glioma,8.1771
TCGA-50-5066-01,LUAD,non-glioma,11.0056
TCGA-50-5933-01,LUAD,non-glioma,8.9617
TCGA-55-6972-01,LUAD,non-glioma,11.2529
TCGA-78-7154-01,LUAD,non-glioma,6.6814
TCGA-78-7537-01,LUAD,non-glioma,9.7828
TCGA-95-8039-01,LUAD,non-glioma,10.1685
TCGA-97-8179-01,LUAD,non-glioma,10.5155
TCGA-MP-A4TI-01,LUAD,non-glioma,9.6283
TCGA-55-6712-01,LUAD,non-glioma,9.7852
TCGA-55-A4DG-01,LUAD,non-glioma,9.1894
TCGA-64-5775-01,LUAD,non-glioma,8.9798
TCGA-69-8255-01,LUAD,non-glioma,9.1835
TCGA-78-7148-01,LUAD,non-glioma,9.7943
TCGA-78-7149-01,LUAD,non-glioma,10.7493
TCGA-93-A4JN-01,LUAD,non-glioma,9.597
TCGA-95-7562-01,LUAD,non-glioma,9.1295
TCGA-95-7944-01,LUAD,non-glioma,8.4955
TCGA-MP-A4TD-01,LUAD,non-glioma,8.2874
TCGA-05-4424-01,LUAD,non-glioma,9.711
TCGA-44-7659-01,LUAD,non-glioma,9.6739
TCGA-49-6742-01,LUAD,non-glioma,9.2826
TCGA-50-5049-01,LUAD,non-glioma,10.2095
TCGA-55-7727-01,LUAD,non-glioma,8.2465
TCGA-62-A472-01,LUAD,non-glioma,9.4746
TCGA-86-7711-01,LUAD,non-glioma,10.5832
TCGA-86-7713-01,LUAD,non-glioma,9.4399
TCGA-91-6828-01,LUAD,non-glioma,8.8274
TCGA-93-A4JO-01,LUAD,non-glioma,9.912
TCGA-97-7552-01,LUAD,non-glioma,9.5029
TCGA-49-AAR3-01,LUAD,non-glioma,9.639
TCGA-55-A48Y-01,LUAD,non-glioma,9.7187
TCGA-67-4679-01,LUAD,non-glioma,9.6943
TCGA-69-7763-01,LUAD,non-glioma,10.1011
TCGA-78-7536-01,LUAD,non-glioma,10.2347
TCGA-78-8660-01,LUAD,non-glioma,8.8786
TCGA-L9-A7SV-01,LUAD,non-glioma,10.7256
TCGA-05-5425-01,LUAD,non-glioma,9.8701
TCGA-49-AARR-01,LUAD,non-glioma,9.5828
TCGA-50-8459-01,LUAD,non-glioma,10.0577
TCGA-78-7155-01,LUAD,non-glioma,7.9071
TCGA-MP-A4T8-01,LUAD,non-glioma,10.2297
TCGA-55-8615-01,LUAD,non-glioma,8.9564
TCGA-78-7633-01,LUAD,non-glioma,9.8786
TCGA-95-7947-01,LUAD,non-glioma,9.8341
TCGA-95-8494-01,LUAD,non-glioma,10.2181
TCGA-97-8174-01,LUAD,non-glioma,9.5211
TCGA-L4-A4E6-01,LUAD,non-glioma,9.7915
TCGA-MP-A4SV-01,LUAD,non-glioma,10.1167
TCGA-NJ-A55R-01,LUAD,non-glioma,10.2013
TCGA-05-4384-01,LUAD,non-glioma,9.5544
TCGA-86-7701-01,LUAD,non-glioma,9.7861
TCGA-91-6831-01,LUAD,non-glioma,8.8639
TCGA-97-A4M2-01,LUAD,non-glioma,10.333
TCGA-05-5423-01,LUAD,non-glioma,10.2746
TCGA-62-A46P-01,LUAD,non-glioma,9.1167
TCGA-78-7152-01,LUAD,non-glioma,9.69
TCGA-97-7937-01,LUAD,non-glioma,9.207
TCGA-NJ-A4YG-01,LUAD,non-glioma,9.4806
TCGA-44-7671-01,LUAD,non-glioma,10.3627
TCGA-49-AAR2-01,LUAD,non-glioma,11.5285
TCGA-55-7903-01,LUAD,non-glioma,9.7344
TCGA-55-8085-01,LUAD,non-glioma,10.1735
TCGA-62-A471-01,LUAD,non-glioma,7.1968
TCGA-86-8669-01,LUAD,non-glioma,10.0757
TCGA-93-A4JP-01,LUAD,non-glioma,9.9301
TCGA-53-A4EZ-01,LUAD,non-glioma,8.9769
TCGA-55-6642-01,LUAD,non-glioma,9.0081
TCGA-97-8176-01,LUAD,non-glioma,10.6448
TCGA-MN-A4N5-01,LUAD,non-glioma,9.9098
TCGA-05-4410-01,LUAD,non-glioma,8.6337
TCGA-50-5946-01,LUAD,non-glioma,10.362
TCGA-55-8505-01,LUAD,non-glioma,9.0353
TCGA-62-8399-01,LUAD,non-glioma,9.3769
TCGA-78-7156-01,LUAD,non-glioma,9.9774
TCGA-86-7955-01,LUAD,non-glioma,9.7928
TCGA-91-7771-01,LUAD,non-glioma,9.1397
TCGA-35-5375-01,LUAD,non-glioma,11.8631
TCGA-44-7662-01,LUAD,non-glioma,9.2483
TCGA-49-AAR9-01,LUAD,non-glioma,9.7824
TCGA-55-6968-01,LUAD,non-glioma,9.1181
TCGA-55-6975-01,LUAD,non-glioma,9.2993
TCGA-64-5779-01,LUAD,non-glioma,9.0843
TCGA-78-7160-01,LUAD,non-glioma,9.1852
TCGA-86-8054-01,LUAD,non-glioma,8.9587
TCGA-86-8673-01,LUAD,non-glioma,10.4427
TCGA-95-7567-01,LUAD,non-glioma,10.2937
TCGA-99-8032-01,LUAD,non-glioma,11.1125
TCGA-MP-A4SY-01,LUAD,non-glioma,8.8421
TCGA-05-5429-01,LUAD,non-glioma,8.9959
TCGA-44-6148-01,LUAD,non-glioma,10.0022
TCGA-50-7109-01,LUAD,non-glioma,9.2997
TCGA-55-7570-01,LUAD,non-glioma,10.2659
TCGA-55-8620-01,LUAD,non-glioma,6.3723
TCGA-64-5774-01,LUAD,non-glioma,9.5075
TCGA-64-5778-01,LUAD,non-glioma,10.6288
TCGA-78-7163-01,LUAD,non-glioma,10.6987
TCGA-MN-A4N1-01,LUAD,non-glioma,10.6279
TCGA-44-6778-01,LUAD,non-glioma,8.6469
TCGA-44-7669-01,LUAD,non-glioma,8.0366
TCGA-69-7978-01,LUAD,non-glioma,9.2863
TCGA-78-7150-01,LUAD,non-glioma,9.811
TCGA-78-8640-01,LUAD,non-glioma,9.5881
TCGA-86-8672-01,LUAD,non-glioma,8.4356
TCGA-91-6848-01,LUAD,non-glioma,8.4662
TCGA-91-A4BC-01,LUAD,non-glioma,10.0886
TCGA-44-8120-01,LUAD,non-glioma,10.5327
TCGA-50-5936-01,LUAD,non-glioma,10.3982
TCGA-55-5899-01,LUAD,non-glioma,10.0416
TCGA-55-8301-01,LUAD,non-glioma,10.6309
TCGA-86-8073-01,LUAD,non-glioma,8.7622
TCGA-05-4415-01,LUAD,non-glioma,8.7814
TCGA-05-5428-01,LUAD,non-glioma,11.2853
TCGA-49-AAR0-01,LUAD,non-glioma,10.7254
TCGA-86-8585-01,LUAD,non-glioma,11.0459
TCGA-MN-A4N4-01,LUAD,non-glioma,10.2974
TCGA-55-6980-01,LUAD,non-glioma,9.8501
TCGA-55-8089-01,LUAD,non-glioma,9.6511
TCGA-55-8206-01,LUAD,non-glioma,8.9556
TCGA-69-7765-01,LUAD,non-glioma,9.2659
TCGA-78-7542-01,LUAD,non-glioma,9.7033
TCGA-86-A4JF-01,LUAD,non-glioma,9.7064
TCGA-L9-A743-01,LUAD,non-glioma,10.1943
TCGA-MP-A4TE-01,LUAD,non-glioma,11.1446
TCGA-62-8398-01,LUAD,non-glioma,8.6384
TCGA-55-7576-01,LUAD,non-glioma,10.0142
TCGA-55-8302-01,LUAD,non-glioma,10.2761
TCGA-44-5643-01,LUAD,non-glioma,10.2715
TCGA-55-8507-01,LUAD,non-glioma,9.982
TCGA-MP-A4SW-01,LUAD,non-glioma,9.9038
TCGA-55-6969-01,LUAD,non-glioma,8.9089
TCGA-86-6562-01,LUAD,non-glioma,9.6769
